Score,Cross_Claim_Score,Level,Card_A_Claiming,Title_A,Card_B_Negating,Title_B,Claim_Text,Negate_Text,Exclusion_Reason
0.653,0.672,4,DENZINGER-SYLLABUS-15_18,Syllabus Errorum 명제 15~18: 무관심주의·종교 자유 단죄 (DH와 정면 대비),TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,어떤 종교를 신봉하든 그 안에서 구원을 얻을 수 있다는 명제는 오류로 단죄된다,"루터의 ""오직 믿음"" 교리",cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.653,0.746,2,DENZINGER-SYLLABUS-15_18,Syllabus Errorum 명제 15~18: 무관심주의·종교 자유 단죄 (DH와 정면 대비),NOSTRA-AETATE,비그리스도교와 교회의 관계에 대한 선언,어떤 종교를 신봉하든 그 안에서 구원을 얻을 수 있다는 명제는 오류로 단죄된다,유대인이 하느님께 버림받았거나 저주받았다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.653,0.678,2,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,CCC-0847,교회 밖 구원 가능성,"이 축복은 혼인 성사와 혼동되어서는 안 되며, 비정규적 결합을 승인하는 것이 아니다",세례를 받지 않으면 어떤 경우에도 구원될 수 없다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.653,0.747,5,TRENT-S06-C02,은총이 단지 쉽게 살도록 돕는 것뿐이라면 파문,TRENT-S07-C04,성사가 구원에 불필요하며 믿음만으로 은총을 얻는다면 파문,"그리스도를 통한 하느님의 은총은 단순히 의로운 삶을 ""더 쉽게"" 만들어주는 보조 수단이 아니다",성사도 성사에 대한 열망도 없이 오직 믿음만으로 의화 은총을 얻을 수 있다는 명제 (Sola Fide의 성사론적 적용),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.653,0.762,5,TRENT-S06-C11,그리스도 의(義)의 전가만으로 의롭다면 파문 (법정적 칭의론 단죄),TRENT-S06-C03,성령의 선행 은총 없이 스스로 믿을 수 있다면 파문,의화시키는 은총은 단지 하느님의 외적 호의(favor)가 아니라 영혼에 실제로 주입되는 실재이다,"인간이 성령의 도움 없이 스스로 믿음, 소망, 사랑, 회개를 낼 수 있다는 명제 (펠라기우스주의)",cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.653,0.711,4,TRENT-S06-C29,세례 후 넘어진 자가 고해성사 없이 믿음만으로 회복된다면 파문,CCC-1376,화체설 (Transsubstantiatio),세례 후 죄지어 넘어진 자도 하느님의 은총으로 다시 일어날 수 있다,그리스도의 현존은 영적/비유적 의미일 뿐이다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.653,0.698,4,TRENT-S07-C01,7성사가 그리스도께서 친히 제정하신 것이 아니라면 파문,CDF-DOMINUS-16_17,"Dominus Iesus 16~17항: 비가톨릭 그리스도교 공동체는 ""본래 의미의 교회가 아니다""","신약의 일곱 성사(세례, 견진, 성체, 고해, 병자성사, 신품, 혼인)는 모두 그리스도께서 직접 제정하셨다","사도 계승과 유효한 성체성사가 없는 그리스도교 공동체도 가톨릭·정교회와 동등한 의미에서 ""교회""라는 명제",cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.653,0.692,4,TRENT-S13,성체성사와 화체설,CCC-1471,면죄부 (Indulgentia),축성된 성체와 성혈 안에는 그리스도 전체가 참되고 실재하며 실체적으로 현존한다.,그리스도의 공로 외에 성인들의 공로의 보고는 존재하지 않는다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.653,0.693,4,TRENT-S13-C11,믿음만으로 성체를 합당하게 받기에 충분하다면 파문,LG-14,"Lumen Gentium 14항: 교회의 구원 필요성과 ""알면서 거부하면 구원 불가""",대죄 상태에 있는 자는 (고해 신부를 구할 수 있는 한) 반드시 사전에 고해성사를 받아야 성체를 합당하게 영할 수 있다,교회가 구원과 무관하다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.653,0.654,5,TRENT-S13-C11,믿음만으로 성체를 합당하게 받기에 충분하다면 파문,TRENT-S13-C06,성체를 흠숭(latria)으로 경배하지 않으면 파문,완전한 통회를 스스로 느낀다 해도 사전 고해성사를 대체할 수 없다,성체 안의 그리스도가 흠숭받을 대상이 아니라는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.653,0.698,4,TRENT-S24-MARRIAGE,혼인 성사의 불가해소성,LG-25,"Lumen Gentium 25항: 교황 통상 교도권에 대한 ""종교적 순종"" 의무",혼인의 불가해소성에 관한 교회의 가르침은 오류가 아니다,주교단의 가르침이 교황과 무관하게 독자적으로 무류할 수 있다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.653,0.68,4,TRENT-S25-INDULGENCES,대사 교령: 교회의 대사 수여권을 부정하면 파문,CCC-1213_1284,세례 성사의 은총,대사를 수여하는 권한은 그리스도께서 교회에 주신 것이다,세례를 받은 후에도 원죄가 그대로 남아 있다(형식적인 덮음만 있다).,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.653,0.775,4,TRENT-S25-INDULGENCES,대사 교령: 교회의 대사 수여권을 부정하면 파문,CCC-1471,면죄부 (Indulgentia),대사를 수여하는 권한은 그리스도께서 교회에 주신 것이다,교회는 시간적 벌을 감면할 권한이 없다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.653,0.705,3,VAT1-PASTOR-AETERNUS,교황 무류성 선언 (Ex Cathedra),COUNCIL-CONSTANCE-HAEC_SANCTA,Haec Sancta (공의회 우위론),교황이 사도좌에서(ex cathedra) 신앙이나 도덕에 관한 교리를 확정할 때 무류하다,교황은 어떤 상황에서도 보편공의회보다 상위이며 공의회에 복종할 의무가 없다(교황 절대 수위권설과 정면 충돌).,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.653,0.61,5,VAT1-PASTOR-AETERNUS,교황 무류성 선언 (Ex Cathedra),TRENT-S24-MARRIAGE,혼인 성사의 불가해소성,교황이 사도좌에서(ex cathedra) 신앙이나 도덕에 관한 교리를 확정할 때 무류하다,교회가 혼인의 불가해소성을 가르치는 데 있어 오류를 범했다는 명제,수작업 원문 대조 검증 (문헌 DB 중복/두 문헌의 동일 입장 확인)
0.653,0.669,1,DIGNITATIS-HUMANAE,종교 자유에 관한 선언,PAPAL-FRATELLI-120_123,"Fratelli Tutti 120~123항: 사유재산은 ""이차적"" 권리 — 재화의 보편적 목적 우선",이 권리는 인간 존엄성 자체에 기초한다 (자연법),"시장의 자유나 자유 기업권이 민중의 권리와 빈자의 존엄, 환경 존중보다 우선한다는 명제",cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.653,0.668,2,GS-51,"Gaudium et Spes 51항: 책임 있는 출산과 산아 조절의 ""객관적 기준""",CCC-1250,유아 세례의 필요성 (원죄로부터의 해방),"혼인은 출산만을 위한 것이 아니며, 자녀가 없더라도 그 가치와 불가해소성을 유지한다(50항)",유아는 원죄가 없으므로 세례가 불필요하다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.653,0.716,2,LG-12,Lumen Gentium 12항: 신자 전체의 신앙 무오류성 (Sensus Fidei),NOSTRA-AETATE,비그리스도교와 교회의 관계에 대한 선언,주교부터 평신도까지 온 신자 전체(하느님의 백성)는 신앙 문제에서 오류를 범할 수 없다(in credendo falli nequit),유대인이 하느님께 버림받았거나 저주받았다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.653,0.716,2,LG-12,Lumen Gentium 12항: 신자 전체의 신앙 무오류성 (Sensus Fidei),NOSTRA-AETATE,비그리스도교와 교회의 관계에 대한 선언,주교부터 평신도까지 온 신자 전체(하느님의 백성)는 신앙 문제에서 오류를 범할 수 없다(in credendo falli nequit),비그리스도교에는 어떤 참되거나 거룩한 것도 없다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.653,0.729,4,LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,TRENT-S06-C29,세례 후 넘어진 자가 고해성사 없이 믿음만으로 회복된다면 파문,자기 잘못 없이 그리스도의 복음과 교회를 모르면서도 성실한 마음으로 하느님을 찾고 양심의 지시에 따라 올바로 살려고 하는 이들은 영원한 구원에 이를 수 있다,세례 후 회복이 고해성사 없이 오직 믿음만으로 가능하다는 명제 (개신교적 재의화 개념),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.653,0.747,3,LG-25,"Lumen Gentium 25항: 교황 통상 교도권에 대한 ""종교적 순종"" 의무",COUNCIL-CONSTANCE-HAEC_SANCTA,Haec Sancta (공의회 우위론),이 종교적 순종은 교황이 **ex cathedra로 말하지 않을 때**(통상 교도권)에도 적용되어야 한다,교황은 어떤 상황에서도 보편공의회보다 상위이며 공의회에 복종할 의무가 없다(교황 절대 수위권설과 정면 충돌).,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.653,0.671,4,LG-25,"Lumen Gentium 25항: 교황 통상 교도권에 대한 ""종교적 순종"" 의무",TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,주교단이 베드로 후계자와 친교 안에서 신앙·도덕 문제에 하나로 일치하여 최종적으로 견지할 것을 가르칠 때 무류적이다,"선한 행위가 오직 하느님의 선물일 뿐, 인간의 공로는 아니라는 명제",cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.653,0.722,3,LG-62,Lumen Gentium 62항: 마리아의 칭호 — 중개자(Mediatrix)·보호자(Advocate) (그리스도의 유일한 중개직에 종속),CCC-1861,대죄와 은총 상실,어떤 피조물도 성육신하신 말씀이자 구속주이신 그리스도와 동등하게 여겨질 수 없다,죄로 인해 하느님과의 관계가 단절되지 않는다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.652,0.686,3,CCC-0402,원죄의 보편적 전달,CCC-1471,면죄부 (Indulgentia),원죄는 아담으로부터 모든 인류에게 전달된다,면죄부 제도는 성경적 근거가 없는 인간의 발명이다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.652,0.676,3,CCC-0402,원죄의 보편적 전달,CCC-1257,세례의 필수성,원죄로 인해 인간 본성은 타락한 상태에 놓여 있다,세례는 구원을 위한 선택 사항일 뿐이다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.652,0.833,3,CCC-0402,원죄의 보편적 전달,CCC-1471,면죄부 (Indulgentia),원죄로 인해 인간 본성은 타락한 상태에 놓여 있다,면죄부 제도는 성경적 근거가 없는 인간의 발명이다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.652,0.72,3,CCC-0847,교회 밖 구원 가능성,CCC-1498,면죄부의 죽은 자 적용,구원의 조건은 진실한 마음으로 하느님을 찾는 것이다,죽은 후에는 어떤 영적 도움도 불가능하다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.652,0.755,3,CCC-0847,교회 밖 구원 가능성,LG-12,Lumen Gentium 12항: 신자 전체의 신앙 무오류성 (Sensus Fidei),구원의 조건은 진실한 마음으로 하느님을 찾는 것이다,무오류성이 오직 교황과 주교단(교계)에게만 있고 평신도를 포함한 신자 전체에게는 전혀 없다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.652,0.734,3,CCC-0847,교회 밖 구원 가능성,CCC-1030,연옥,교회의 가시적 경계 밖에서도 구원의 가능성이 존재한다,그리스도의 속죄가 모든 시간적 벌을 완전히 제거한다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.652,0.832,4,CCC-1030,연옥,TRENT-S06-C30,의화 후 잠벌이 전혀 남지 않는다면 파문 (연옥 신학의 토대),연옥이 존재한다,사죄받으면 어떤 형벌의 빚도 전혀 남지 않는다는 명제 (연옥 부정의 근거가 되는 주장),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.652,0.68,3,CCC-1257,세례의 필수성,DENZINGER-FEENEY-VOTUM,"1949년 Feeney 서한: ""열망(votum)""의 정확한 신학적 조건",그러나 하느님은 성사에 매이지 않으신다 (예외 가능성 인정),"(반대 극단) 완전한 애덕이나 초자연적 신앙 없이 ""교회에 들어가고 싶다""는 막연한 마음만으로 구원이 보장된다는 명제 — 이 문서는 이 방향도 명시적으로 차단한다",cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.652,0.74,3,CCC-1261,세례 없이 죽은 유아의 구원 희망,CCC-2010,공로 (Meritum),세례 없이 죽은 아이들에게 구원의 길이 있으리라 희망할 수 있다,선행은 구원에 아무런 기여도 하지 않는다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.652,0.73,3,CCC-1422_1498,고해성사와 사죄권,CCC-846_848,교회 밖의 구원 (Extra Ecclesiam nulla salus),서품받은 사제는 그리스도를 대리하여 신자들의 죄를 사면할 수 있는 신적 권한을 가진다.,가톨릭 교회의 필요성을 분명히 알고도 이를 의도적으로 거부한 자가 구원받을 수 있다.,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.652,0.768,4,CCC-1422_1498,고해성사와 사죄권,TRENT-S14,고해성사와 병자성사,서품받은 사제는 그리스도를 대리하여 신자들의 죄를 사면할 수 있는 신적 권한을 가진다.,죄를 사제에게 낱낱이 고백하지 않고 하느님께 직접 고백하는 것만으로 충분하다.,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.652,0.711,4,CCC-1452,완전한 통회 (Contritio Perfecta),TRENT-S24-MARRIAGE,혼인 성사의 불가해소성,고해성사 이전에도 대죄의 용서가 가능하다,이단이나 동거 불가를 이유로 혼인이 해소될 수 있다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.652,0.675,3,CCC-1471,면죄부 (Indulgentia),CCC-1213_1284,세례 성사의 은총,교회는 면죄부를 부여할 권한을 갖는다,세례를 받은 후에도 원죄가 그대로 남아 있다(형식적인 덮음만 있다).,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.652,0.664,3,CCC-161_165,믿음과 구원,CCC-1257,세례의 필수성,믿음을 상실하거나 끝까지 지키지 않는 자는 구원받을 수 없다.,내적 믿음만으로 세례 없이 충분하다 (통상적 경우),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
