Score,Level,Card_A_Claiming,Title_A,Card_B_Negating,Title_B,Claim_Text,Negate_Text,LLM_Decision,LLM_Reason,LLM_Decision,LLM_Reason
0.649,2,CCC-1861,대죄와 은총 상실,NA-02,"Nostra Aetate 2항: 타 종교 안에 있는 ""참되고 거룩한 것""의 인정",회개하지 않은 대죄는 영원한 지옥의 벌을 가져온다,타 종교 안의 참된 요소를 인정하는 것이 그리스도 선포의 필요성을 없앤다는 명제 (공의회가 명시적으로 부정),NO,"A는 대죄의 영벌 효과를 말하고, B는 타 종교의 참된 요소 인정이 선포 필요성을 없앤다는 명제를 단죄한다. 서로 다른 주장이다.",NO,"A는 대죄의 영벌 효과를 말하고, B는 타 종교의 참된 요소 인정이 선포 필요성을 없앤다는 명제를 단죄한다. 서로 다른 주장이다."
0.649,4,CCC-2068,계명 준수로 구원,TRENT-S06-C23,"의화된 자는 죄지을 수 없다 하거나, 마리아 특전 없이 평생 무죄가 가능하다 하면 파문",계명 준수는 구원을 위해 필수적이다,의화된 자는 (본성적으로) 죄를 지을 수 없다는 명제 (완전주의),NO,"A는 계명 준수가 구원에 필수라는 것이고, B는 의화된 자가 본성적으로 죄지을 수 없다는 완전주의를 단죄한다. 동일 명제가 아니다.",NO,"A는 계명 준수가 구원에 필수라는 것이고, B는 의화된 자가 본성적으로 죄지을 수 없다는 완전주의를 단죄한다. 동일 명제가 아니다."
0.649,3,CCC-2181,주일 미사 의무,DENZINGER-FEENEY-VOTUM,"1949년 Feeney 서한: ""열망(votum)""의 정확한 신학적 조건",교회법은 미사 참여를 의무로 규정한다 (교회법 1247조),"(반대 극단) 완전한 애덕이나 초자연적 신앙 없이 ""교회에 들어가고 싶다""는 막연한 마음만으로 구원이 보장된다는 명제 — 이 문서는 이 방향도 명시적으로 차단한다",NO,"A는 미사 참여의 교회법적 의무를 다루고, B가 단죄하는 명제는 '애덕·신앙 없는 막연한 갈망만으로 구원 보장'이라는 별개 주제다. 두 명제는 사실상 동일하지 않다.",NO,"A는 미사 참여의 교회법적 의무를 다루고, B가 단죄하는 명제는 '애덕·신앙 없는 막연한 갈망만으로 구원 보장'이라는 별개 주제다. 두 명제는 사실상 동일하지 않다."
0.649,4,CDF-DOMINUS-20_22,Dominus Iesus 20~22항: 비그리스도인의 구원과 교회의 필요성 (다원주의 배척),UNAM-SANCTAM,교황 복종이 구원에 절대 필요,"교회를 타 종교와 나란한, 보완적이거나 실질적으로 동등한 구원의 길로 여기는 것은 신앙에 어긋난다",교황의 수위권이 영적 영역에만 제한된다는 명제,NO,"A는 교회의 유일성(타 종교와 동등한 구원의 길 부정)을 다루고, B가 단죄하는 명제는 교황 수위권의 범위(영적 영역 한정) 문제로 주제 자체가 다르다.",NO,"A는 교회의 유일성(타 종교와 동등한 구원의 길 부정)을 다루고, B가 단죄하는 명제는 교황 수위권의 범위(영적 영역 한정) 문제로 주제 자체가 다르다."
0.649,4,CDF-DOMINUS-20_22,Dominus Iesus 20~22항: 비그리스도인의 구원과 교회의 필요성 (다원주의 배척),TRENT-S06-C11,그리스도 의(義)의 전가만으로 의롭다면 파문 (법정적 칭의론 단죄),"교회를 타 종교와 나란한, 보완적이거나 실질적으로 동등한 구원의 길로 여기는 것은 신앙에 어긋난다",의화가 그리스도의 의의 전가에 불과하다는 명제 (개신교 법정적 칭의론),NO,"A는 교회의 유일성을 다루고, B가 단죄하는 명제는 의화론(전가된 의 vs 내재적 의)에 관한 것으로 전혀 다른 주제다.",NO,"A는 교회의 유일성을 다루고, B가 단죄하는 명제는 의화론(전가된 의 vs 내재적 의)에 관한 것으로 전혀 다른 주제다."
0.649,3,COUNCIL-NICAEA-C6,Canon 6: 알렉산드리아·안티오키아의 관할 자치,CCC-880_896,교황 수위권 (Primacy),"이 관할권의 정당화 논리는 ""로마 주교에게도 비슷한 관습이 있기 때문""이라는 병렬적 비교이며, 로마의 권위를 알렉산드리아·안티오키아가 준거해야 할 상위 원천으로 서술하지 않는다 — 로마는 여러 유사 사례 중 하나로 언급된다.","교황은 단지 주교들 중 '동등한 자들 가운데 첫째(Primus inter pares)'일 뿐, 전체 교회에 대한 최고 재치권을 갖지 않는다.",NO,"A는 니케아 공의회 제6조의 특정 문구가 로마를 상위 준거로 서술하지 않는다는 좁은 문헌적·역사적 관찰이며, B가 단죄하는 '교황은 최고 재치권이 없다'는 일반적 교의 명제와 범위가 달라 사실상 동일하지 않다(양립 가능한 예외적 서술 차이).",NO,"A는 니케아 공의회 제6조의 특정 문구가 로마를 상위 준거로 서술하지 않는다는 좁은 문헌적·역사적 관찰이며, B가 단죄하는 '교황은 최고 재치권이 없다'는 일반적 교의 명제와 범위가 달라 사실상 동일하지 않다(양립 가능한 예외적 서술 차이)."
0.649,5,COUNCIL-NICAEA_CHALCEDON,초기 공의회 (삼위일체와 기독론),TRENT-S14-C12,하느님이 항상 죄책과 함께 형벌 전체를 사하신다면 파문 (잠벌 교리의 근거),성자 예수 그리스도는 피조물이 아니며 성부 하느님과 완전히 동일한 신적 본질을 지닌다.,보속이 그리스도의 속죄를 믿는 믿음과 동일하며 별도의 실천(고행 등)이 불필요하다는 명제,NO,"A는 그리스도의 신성(동일본질)을 다루고, B가 단죄하는 명제는 보속과 신앙의 등치(별도 실천 불필요) 문제로 완전히 다른 주제다.",NO,"A는 그리스도의 신성(동일본질)을 다루고, B가 단죄하는 명제는 보속과 신앙의 등치(별도 실천 불필요) 문제로 완전히 다른 주제다."
0.649,2,DENZINGER-FEENEY,Feeney주의 정죄와 '열망의 세례',CANON-C0751,이단·배교·열교의 법적 정의,"""교회 밖 구원 없음""을 오로지 가시적 교적과 수세(물의 세례)로만 한정하는 피니(Feeney)주의의 극단적 엄격주의는 이단적이다.",세례 받지 않은 타종교인의 불신도 교회법상 이단에 해당한다.,NO,"A는 피니주의(교적·수세만으로 한정하는 극단적 엄격주의)를 이단으로 규정하는 것이고, B가 단죄하는 명제는 '세례 받지 않은 자의 불신이 교회법상 이단에 해당한다'는 것으로 서로 다른 명제를 다룬다.",NO,"A는 피니주의(교적·수세만으로 한정하는 극단적 엄격주의)를 이단으로 규정하는 것이고, B가 단죄하는 명제는 '세례 받지 않은 자의 불신이 교회법상 이단에 해당한다'는 것으로 서로 다른 명제를 다룬다."
0.649,3,DENZINGER-FEENEY-VOTUM,"1949년 Feeney 서한: ""열망(votum)""의 정확한 신학적 조건",TRENT-S07-C08,성사가 사효적(ex opere operato)으로 은총을 주지 않는다면 파문,"비오 12세의 회칙 Mystici Corporis(1943)를 근거로, ""암묵적이고 무의식적인 갈망으로 신비체와 결합된"" 이들을 영원한 구원에서 배제하지 않되 ""구원을 확신할 수 없는"" 상태로 규정한다",성사가 단지 믿음을 표현하는 외적 표지일 뿐 그 자체로 은총을 전달하지 않는다는 명제 (기념설적 성사관),NO,"A는 암묵적 갈망(votum)에 의한 구원 가능성을 다루고, B가 단죄하는 명제는 성사의 기념설적 이해(은총 미전달)로 전혀 다른 주제다.",NO,"A는 암묵적 갈망(votum)에 의한 구원 가능성을 다루고, B가 단죄하는 명제는 성사의 기념설적 이해(은총 미전달)로 전혀 다른 주제다."
0.649,4,DENZINGER-SYLLABUS-15_18,Syllabus Errorum 명제 15~18: 무관심주의·종교 자유 단죄 (DH와 정면 대비),TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,개신교가 가톨릭과 마찬가지로 하느님을 기쁘게 할 수 있는 참된 그리스도교의 또 다른 형태라는 명제는 오류로 단죄된다,오직 믿음만으로(sola fide) 의화된다는 명제,NO,"A(Syllabus)는 개신교가 가톨릭과 동등하게 참되다는 명제를 오류로 단죄하는 것이고, B(Trent)는 오직 믿음(sola fide) 의화론을 단죄하는 것으로, 둘 다 반개신교적 입장에서 서로 다른 오류를 배격하는 같은 편이다.",NO,"A(Syllabus)는 개신교가 가톨릭과 동등하게 참되다는 명제를 오류로 단죄하는 것이고, B(Trent)는 오직 믿음(sola fide) 의화론을 단죄하는 것으로, 둘 다 반개신교적 입장에서 서로 다른 오류를 배격하는 같은 편이다."
0.649,1,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,NA-02,"Nostra Aetate 2항: 타 종교 안에 있는 ""참되고 거룩한 것""의 인정",이 축복은 전례적 축복(benedictio liturgica)이 아닌 비전례적·자발적(spontanea) 축복이다,타 종교 안의 참된 요소를 인정하는 것이 그리스도 선포의 필요성을 없앤다는 명제 (공의회가 명시적으로 부정),NO,"A는 축복의 전례적/비전례적 성격을 다루고, B가 단죄하는 명제는 타종교 인정이 선포 필요성을 없앤다는 것으로 서로 다른 주제다.",NO,"A는 축복의 전례적/비전례적 성격을 다루고, B가 단죄하는 명제는 타종교 인정이 선포 필요성을 없앤다는 것으로 서로 다른 주제다."
0.649,2,PAPAL-FRATELLI-263_270,"Fratelli Tutti 263~270항: 사형제는 ""용납 불가""(inadmissible) — 상세 논증",CCC-1471,면죄부 (Indulgentia),"사형은 오늘날 어떤 상황에서도 ""용납 불가""(inadmissible)하다 — 과거 요한 바오로 2세의 입장에서 ""후퇴는 있을 수 없다""",면죄부 제도는 성경적 근거가 없는 인간의 발명이다,NO,"A는 사형제도의 용납 불가성을 다루고, B가 단죄하는 명제는 면죄부(대사)의 성경적 근거 문제로 완전히 별개의 주제다.",NO,"A는 사형제도의 용납 불가성을 다루고, B가 단죄하는 명제는 면죄부(대사)의 성경적 근거 문제로 완전히 별개의 주제다."
0.649,5,TRENT-S06-C01,은총 없이 본성/율법의 행위로 의화된다 하면 파문,TRENT-S06-C23,"의화된 자는 죄지을 수 없다 하거나, 마리아 특전 없이 평생 무죄가 가능하다 하면 파문",인간은 그리스도를 통한 하느님의 은총 없이는 결코 의화될 수 없다,의화된 자는 (본성적으로) 죄를 지을 수 없다는 명제 (완전주의),NO,"A는 은총의 필요성(펠라기우스주의 배격)을 다루고, B는 완전주의(의화된 자는 죄를 지을 수 없다는 명제)를 단죄한다. 서로 다른 주제이며 A의 주장이 B의 단죄 명제와 동일하지 않다.",NO,"A는 은총의 필요성(펠라기우스주의 배격)을 다루고, B는 완전주의(의화된 자는 죄를 지을 수 없다는 명제)를 단죄한다. 서로 다른 주제이며 A의 주장이 B의 단죄 명제와 동일하지 않다."
0.649,5,TRENT-S06-C01,은총 없이 본성/율법의 행위로 의화된다 하면 파문,PAPAL-MUNIF-44,"Munificentissimus Deus 44~45항: 무류 정의 선언문과 ""신앙에서 완전히 떨어져 나갔음을 알라"" 경고",모세 율법의 문자를 따른 행위만으로도 의화에 이를 수 없다,"몽소승천 교의가 성경에 명시적 근거가 없으므로 신자에게 구속력이 없다는 명제 — 이 문서는 이를 ""신적으로 계시된 교의""로 규정하여 정면 부정한다",NO,"A는 모세 율법의 문자만으로는 의화될 수 없다는 것이고, B는 몽소승천 교의의 성경적 근거 부정을 단죄하는 것으로 완전히 다른 주제이다.",NO,"A는 모세 율법의 문자만으로는 의화될 수 없다는 것이고, B는 몽소승천 교의의 성경적 근거 부정을 단죄하는 것으로 완전히 다른 주제이다."
0.649,3,TRENT-S06-C02,은총이 단지 쉽게 살도록 돕는 것뿐이라면 파문,DENZINGER-FEENEY,Feeney주의 정죄와 '열망의 세례',은총 없이 자유의지만으로 (힘들게라도) 의로운 삶과 영생 획득이 가능하다는 견해는 오류다,암묵적인 열망이나 선한 양심만으로는 결코 세례를 대체할 수 없으며 무조건 가시적 교회 안에 있어야만 구원받는다 (역설적으로 피렌체 공의회의 엄격주의와 비교됨).,NO,"A는 자유의지만으로 의화 불가(펠라기우스주의 배격)를 다루고, B는 가시적 교회 회원권의 절대적 필요성(피니이즘)을 단죄하는 것으로, 은총론과 교회론이라는 서로 다른 주제이다.",NO,"A는 자유의지만으로 의화 불가(펠라기우스주의 배격)를 다루고, B는 가시적 교회 회원권의 절대적 필요성(피니이즘)을 단죄하는 것으로, 은총론과 교회론이라는 서로 다른 주제이다."
0.649,5,TRENT-S06-C03,성령의 선행 은총 없이 스스로 믿을 수 있다면 파문,TRENT-S14-C12,하느님이 항상 죄책과 함께 형벌 전체를 사하신다면 파문 (잠벌 교리의 근거),"인간은 성령의 선행적 영감과 도움 없이는 마땅히 믿고, 바라고, 사랑하고, 뉘우칠 수 없다",보속이 그리스도의 속죄를 믿는 믿음과 동일하며 별도의 실천(고행 등)이 불필요하다는 명제,NO,"A는 성령의 선행적 은총 없이는 신덕·망덕·애덕·통회가 불가능하다는 것이고, B는 보속과 믿음을 동일시하는 명제(속죄 신앙만으로 충분하다는 개신교적 견해)를 단죄하는 것으로 주제가 다르다.",NO,"A는 성령의 선행적 은총 없이는 신덕·망덕·애덕·통회가 불가능하다는 것이고, B는 보속과 믿음을 동일시하는 명제(속죄 신앙만으로 충분하다는 개신교적 견해)를 단죄하는 것으로 주제가 다르다."
0.649,4,TRENT-S06-C12,의화시키는 믿음이 단지 자비에 대한 확신일 뿐이라면 파문,CCC-1257,세례의 필수성,그러한 확신만으로 의화된다는 명제는 오류이다,성사는 구원에 불필요한 외적 의식일 뿐이다,NO,"A는 확신(sola fiducia)만으로 의화된다는 것이 오류라는 주장이고, B는 성사가 구원에 불필요한 외적 의식이라는 명제를 단죄하는 것으로, 둘 다 개신교를 반박하는 방향이지만 다루는 명제 자체는 동일하지 않다.",NO,"A는 확신(sola fiducia)만으로 의화된다는 것이 오류라는 주장이고, B는 성사가 구원에 불필요한 외적 의식이라는 명제를 단죄하는 것으로, 둘 다 개신교를 반박하는 방향이지만 다루는 명제 자체는 동일하지 않다."
